	title	courier_id	record_number	page_numbers
5752	A Vigilant eye	109370	109422	[(3, '3')]
5753	Vive la différence!	109370	109415	[(3, '3')]
5754	A Waste-free farm	109370	109426	[(3, '3')]
5755	What is the world heritage?	109370	109414	[(3, '3')]
5756	Words and deeds	109370	109420	[(3, '3')]
5757	The World Heritage Convention, 25 years on	109370	109597	[(3, '3'), (9, '9')]
5758	Canaletto: the painter of Warsaw	063808	63809	[(3, '3')]
5759	How the cinema affects children	063808	63818	[(3, '3')]
5760	A Mariner's myth; the curse of the albatross	063808	63821	[(3, '3')]
5761	New horizons for Asia's Moslem women	063808	63814	[(3, '3'), (18, '18')]
5762	The World of prehistoric man	063808	63811	[(3, '3'), (16, '16')]
5763	Cancer: what science knows about it today	069916	69905	[]
5764	El Dorado' in Colombia; art worth its weight in gold	069916	69913	[(3, '3'), (35, '35')]
5765	A Forgotten Spanish province 'wakes up'	069916	69912	[(3, '3'), (34, '34')]
5766	Post-war Japanese youth: an important UNESCO enquiry	069916	69910	[]
5767	The Sea, the desert and the jungle: focus of international research	069916	69906	[(9, '9')]
5768	UNESCO presents 'World without end'	069916	69914	[]
5769	UNESCO travellers' cheques: what they are, how to apply for them, who may use them	069916	69909	[]
5770	Biting the hand that feeds us: our folly toward nature	069916	69915	[]
5771	The Candle of learning: the tragedy of neglected scientific talent in the developing world	074780	44807	[(3, '3'), (16, '16')]
5772	The Decision-makers	074780	44817	[(3, '3'), (34, '34')]
5773	Diminishing returns: a provocative view of the limitations of modern technology	074780	44808	[(21, '21')]
5774	Meiji Japan: a case study in industrialization	074780	44814	[(3, '3'), (31, '31')]
5775	Science and technology: the development dilemma	074780	44796	[(1, '1'), (3, '3'), (4, '4')]
5776	The Search for a global strategy	074780	44809	[(3, '3'), (25, '25')]
5777	Twelve 'musts' for development	074780	45103	[(3, '3'), (10, '10')]
5778	A Widening chasm between rich and poor: 900 million people still living in absolute poverty	074780	44806	[(13, '13')]
5779	The Canopy raft	076585	76543	[(3, '3'), (25, '25'), (26, '26')]
5780	Food for all: the 'Paris Appeal'	076585	76549	[(3, '3'), (34, '34')]
5781	Food for thought	076585	76531	[(3, '3')]
5782	Information please	076585	76542	[(3, '3'), (24, '24')]
5783	Islands at risk	076585	76539	[(3, '3')]
5784	Les Kurbas, founder of Ukrainian theatre	076585	76548	[(3, '3')]
5785	Lake Baikal; the world's deepest lake holds one-fifth of the fresh water on the surface of the Earth	076585	76546	[(30, '30')]
5786	Mountain challenge	076585	76544	[(3, '3'), (27, '27')]
5787	Nature and culture: a priceless heritage of universal value	076585	76536	[]
5788	Painting the future: using 'visual impact analysis', Swedish MAB scientists and artists are charting future change in their country's landscape	076585	76538	[]
5789	Pirates, parasites and population, a case study	076585	76541	[(3, '3')]
5790	The Poetry of Ilya Chavchavadze	076585	76547	[]
5791	Return of the griffon	076585	76533	[(3, '3'), (13, '13')]
5792	Sustainable development; conservation and development are two sides of the same coin	076585	76518	[]
5793	The Urban maze	076585	76529	[(3, '3'), (8, '8')]
5794	Capturing the essence of absence	183304	183352	[(2, '2'), (7, '7')]
5795	The Fourth dimension	183304	183358	[(2, '2'), (13, '13'), (14, '14')]
5796	Human rights, human dignity	183304	183348	[(2, '2'), (3, '3')]
5797	Human rights are inalienable and indivisible	183304	183347	[(2, '2'), (4, '4'), (6, '6')]
5798	Ideology clashing with history	183304	183353	[(2, '2'), (9, '9')]
5799	Restoring Africa's dignity	183304	183362	[(2, '2'), (17, '17')]
5800	Spain: pact of oblivion	183304	183354	[(2, '2'), (11, '11')]
5801	Towards an inter-human pact	183304	183359	[(2, '2'), (15, '15')]
5802	Carbon 14: nuclear clock for archeology	078306	59060	[(22, '22')]
5803	Charting the nuclear labyrinth: a basic survey of the atom and its peaceful uses	078306	59036	[(8, '8')]
5804	Dream come true? A second Panama Canal thanks to nuclear explosives?	078306	59037	[(14, '14')]
5805	Honeymooning in Capri, or, The tribulations of a fruit fly in the modern atomic age	078306	59058	[]
5806	Isotopes with 'kid gloves'	078306	59057	[(3, '3'), (17, '17'), (18, '18')]
5807	The Nations harness the atom	078306	59064	[(3, '3'), (45, '45')]
5808	Nuclear energy and our future	078306	59063	[(3, '3'), (42, '42')]
5809	Sophie and Bruno in the land of the atom	078306	59061	[(3, '3'), (30, '30')]
5810	The Taming of the atom for peace; the International Atomic Energy Agency	078306	59035	[(3, '3')]
5811	The Twilight lives of man-made atoms	078306	59062	[(3, '3'), (37, '37')]
5812	UNESCO should become the organization for youth	078306	59065	[(3, '3'), (47, '47')]
5813	Care' to ship books to schools, libraries	073956	73958	[]
5814	The Double crisis	073956	73962	[(5, '5'), (6, '6'), (8, '8')]
5815	Food and people	073956	73961	[(4, '4'), (5, '5'), (6, '6'), (8, '8')]
5816	Hamlet's castle prepares for adult education meeting	073956	73965	[]
5817	Health experts set up World Medical Council	073956	73968	[(11, '11')]
5818	Masaccio: a portfolio of high quality colour reproductions	073956	73969	[]
5819	Population problems of India and Pakistan	073956	73964	[(9, '9')]
5820	Siam making all-out drive to improve school system	073956	73966	[]
5821	Thousands join in UNESCO rally at Cleveland	073956	73957	[]
5822	UNESCO: a personal faith	073956	73960	[(3, '3')]
5823	UNESCO sponsors history of science publications	073956	73967	[(11, '11')]
5824	The Way out	073956	73963	[(7, '7'), (9, '9')]
5825	Carnival in Luanda	085187	85185	[(3, '3'), (47, '47')]
5826	Dinars club	085187	85178	[(3, '3'), (26, '26')]
5827	Interview (with) Sembene Ousmane, poet of the African cinema	085187	85172	[(3, '3')]
5828	Mollusc money	085187	85177	[(3, '3'), (21, '21')]
5829	A Museum for peace	085187	85186	[(3, '3'), (49, '49')]
5830	Problems and paradoxes of money	085187	85183	[(3, '3')]
5831	The Rise of the greenback	085187	85182	[(3, '3'), (37, '37')]
5832	The Struggle of day and night	085187	85184	[(3, '3'), (46, '46')]
5833	Uncommon coin	085187	85173	[(3, '3'), (10, '10')]
5834	Wheelers and dealers of Renaissance Europe	085187	85180	[(3, '3'), (32, '32')]
5835	When cocoa was used as currency	085187	85174	[(3, '3')]
5836	Carthage must not be destroyed	056988	188334	[(1, '1'), (3, '3'), (4, '4'), (6, '6'), (8, '8'), (47, '47')]
5837	Carthage through the eyes of Greece and Rome	056988	57009	[(3, '3'), (29, '29')]
5838	Eight centuries of Carthaginian civilization	056988	56995	[(3, '3'), (17, '17'), (42, '42')]
5839	Grandeur and decline of the Punic city-state	056988	56991	[(3, '3')]
5840	Jean Perrin, a pioneer of modern physics	056988	57017	[(3, '3'), (45, '45')]
5841	Tunis; a jewel of Islam	056988	57013	[(35, '35')]
5842	Carthage's long-awaited rescue	117043	117062	[]
5843	A Crucial encounter	117043	117045	[(2, '2'), (9, '9')]
5844	The Dangers of laissez faire	117043	117054	[(17, '17'), (27, '27')]
5845	The Darker side of the Net	117043	117064	[(2, '2')]
5846	Forever twenty in Cuba	117043	117044	[]
5847	From DNA to Dolly: genetics in three easy lessons	117043	117049	[(20, '20')]
5848	Genes of inequality	117043	117060	[(17, '17')]
5849	Germany: the dark shadow of the past	117043	117059	[(17, '17')]
5850	Human cloning is Dolly's debatable offspring	117043	117058	[]
5851	In India, sex selection gets easier	117043	117055	[(17, '17')]
5852	Is China's law eugenic? A concern for collective good	117043	117056	[(17, '17')]
5853	Is China's law eugenic? The legislation imposes decisions	117043	117057	[]
5854	Is copyright on the wrong track?	117043	117061	[]
5855	Israel: DNA matchmakers	117043	117052	[]
5856	Medicine's last frontier	117043	117053	[(17, '17')]
5857	Millennium bugs with a deadly bite	117043	117046	[(1, '1'), (2, '2')]
5858	Religion, genetics and the embryo	117043	117051	[(17, '17')]
5859	Schooling in times of strife	117043	117047	[(2, '2')]
5860	Screening awakens spectres of the past	117043	117050	[(17, '17')]
5861	Sunila Abeysekera: peace campaigner on a war-torn island	117043	117065	[]
5862	Tug-of-war in Beirut and Cairo	117043	117063	[(2, '2')]
5863	Unchartered terrain on tomorrow's genetic map	117043	117048	[]
5864	The Case against and for 'comic books'	073912	73934	[(12, '12')]
5865	Did your local radio carry this news?	073912	73935	[(12, '12')]
5866	"France, Ecuador become first nations to adopt ""Human Rights Day"""	073912	73920	[]
5867	Humanists set up international body with UNESCO support	073912	73930	[(10, '10')]
5868	Indian demographer looks at world population problems	073912	73929	[(10, '10')]
5869	A Manifesto of the International Music Fund	073912	73921	[]
5870	Musicologists create World Council	073912	73922	[(4, '4')]
5871	The Need for professional training of journalists	073912	73913	[(2, '2')]
5872	A New Zealander views UNESCO educational missions	073912	73932	[]
5873	Problems of UNESCO	073912	73915	[(2, '2')]
5874	Schuman, Bidault welcome Torres Bodet at French National Commission	073912	73917	[]
5875	Somewhere in Europe: a photographer highlights the drama of post-war youngsters	073912	73925	[]
5876	Teen-age 'républicains' plug for world federation	073912	73926	[]
5877	These are children of Europe: dismal serenade	073912	73923	[]
5878	U.S. Conference to stress group, individual action for UNESCO	073912	73931	[(10, '10')]
5879	UNESCO maps vast programme on human rights	073912	73918	[(3, '3')]
5880	UNESCO official decries press 'scandal' reports	073912	73916	[(2, '2')]
5881	UNESCO sets up priority system for 1949 work	073912	73919	[(3, '3')]
5882	What is being done to heal the wounds?	073912	73927	[(9, '9'), (11, '11')]
5883	The Case for hydrogen energy	074804	46046	[(3, '3'), (32, '32')]
5884	A Come-back for King Coal	074804	46040	[(3, '3'), (27, '27')]
5885	Energy for tomorrow's world; human ingenuity applied to the natural resources of the earth can ensure the energy needs of future generations	074804	45987	[(5, '5')]
5886	Farming microbes for food and fuel	074804	46045	[(3, '3'), (29, '29')]
5887	The Fast breeder: a nuclear reactor that produces more fuel than it consumes	074804	46010	[(3, '3'), (8, '8')]
5888	Fusion power: can we reproduce and harness on earth the energy of the stars?	074804	46019	[(13, '13')]
5889	Neptune's power station; ocean thermal energy conversion offers an inexhaustible and non-polluting energy source	074804	46032	[(3, '3'), (22, '22')]
5890	Nuclear energy and the environment; are present safeguards adequate?	074804	46014	[(3, '3'), (11, '11')]
5891	Reaping the wind	074804	46039	[(3, '3'), (26, '26')]
5892	The Sun also surprises: from refrigeration to desalination, the myriad possibilities of solar energy	074804	46022	[(16, '16')]
5893	Tapping earth's fiery core	074804	46036	[(3, '3'), (24, '24')]
5894	The Case of the disappearing dinosaurs	102554	102546	[(3, '3'), (26, '26')]
5895	Chico O'Farrill, one of the great figures of Latin jazz	102554	102551	[(47, '47')]
5896	Children and violence on the screen	102554	102552	[(3, '3')]
5897	Cutting the Gordian knot	102554	102544	[(3, '3'), (20, '20')]
5898	The Divorce between science and 'culture'	102554	102553	[(50, '50')]
5899	A Family tree with roots in East and West	102554	102543	[(3, '3'), (15, '15')]
5900	Frontiers of psychotherapy	102554	102545	[(3, '3'), (23, '23')]
5901	Gariel García Márquez: the writer's craft	102554	102541	[]
5902	Logic, cultures and individuals	102554	102547	[(3, '3'), (31, '31')]
5903	Mauritius: Paradise lost or Paradise regained?	102554	102550	[(3, '3')]
5904	A New way of thinking	102554	102542	[(1, '1'), (3, '3'), (10, '10')]
5905	Olinda: the sleeping beauty of northeastern Brazil	102554	102549	[]
5906	The Voice of those who never spoke	102554	102548	[(36, '36')]
5907	Cave wall art comes to man	078279	52624	[(3, '3'), (30, '30')]
5908	Early man and the emergence of races	078279	52639	[(3, '3'), (50, '50')]
5909	The Face-makers	078279	52644	[(3, '3'), (66, '66'), (68, '68')]
5910	Homo sapiens: 20 million years in the making	078279	52615	[(5, '5')]
5911	The Life and times of Stone Age man	078279	52616	[(3, '3'), (14, '14')]
5912	The Long journey of the primates	078279	52626	[(3, '3'), (40, '40')]
5913	Man, the first walkie-talkie	078279	52641	[(3, '3'), (57, '57'), (69, '69')]
5914	Old fossils and antediluvian theories	078279	52643	[(3, '3'), (59, '59')]
5915	Our African ancestors	078279	52622	[(3, '3'), (24, '24'), (27, '27'), (28, '28')]
5916	The Puzzle of Peking man	078279	52640	[(3, '3'), (53, '53'), (65, '65')]
5917	Where did the first Americans come from? Antarctica, Siberia or across the Pacific...	078279	52638	[]
5918	Celebration in Cuzco: old Inca capital restores its 'quake-torn monuments	066222	66218	[(3, '3'), (4, '4')]
5919	The Language of colours, myths and symbols	066222	66225	[(24, '24')]
5920	Preserving the cream of the screen	066222	66227	[(3, '3'), (28, '28')]
5921	The Roots of prejudice	066222	66221	[(3, '3'), (12, '12')]
5922	School for ballet; Soviet youngsters follow a great tradition	066222	66229	[(3, '3'), (31, '31')]
5923	Singing sands: a strange concert heard in the desert	066222	66226	[(3, '3'), (26, '26')]
5924	Central Africa's 'saucepan special'	066675	66667	[(3, '3')]
5925	Freedom to listen	066675	65288	[(3, '3'), (4, '4'), (6, '6'), (8, '8')]
5926	Into outer space on radio waves	066675	65291	[(3, '3'), (14, '14')]
5927	A Little less noise, please	066675	66670	[(3, '3'), (28, '28')]
5928	The Museum inside the receiver	066675	65297	[(3, '3'), (25, '25')]
5929	Radio 'hams': an international family	066675	65290	[(3, '3'), (10, '10')]
5930	Radio's magic eye on the river Thames	066675	65295	[(3, '3')]
5931	Traffic jam on the broadcasting bands	066675	65289	[(3, '3'), (9, '9')]
5932	The Centre for Our Common Future	099696	99691	[(44, '44')]
5933	Clean driving: a green dream?	099696	99690	[(1, '1'), (3, '3'), (41, '41')]
5934	From global village to global mind	099696	99681	[(3, '3'), (20, '20')]
5935	From the cold war to the era of new technologies	099696	99685	[(3, '3'), (31, '31')]
5936	Fuzuli, poet of divine love	099696	99689	[(3, '3')]
5937	THe Great temple of Thanjavur	099696	99688	[(1, '1'), (3, '3'), (36, '36')]
5938	The Heartbeat of jazz	099696	99695	[(3, '3'), (48, '48')]
5939	Interactivity: a matter of give and take	099696	99679	[(16, '16')]
5940	The Internet: journey into cyberspace	099696	99680	[(3, '3'), (19, '19')]
5941	Interview with Régis Debray	099696	99675	[(3, '3')]
5942	The Media: a modern scapegoat?	099696	99678	[(3, '3')]
5943	Monopolies, minarets and videos	099696	99683	[(3, '3'), (26, '26')]
5944	New ways of being together	099696	99676	[(3, '3'), (8, '8'), (10, '10')]
5945	Reinventing the press: commentary	099696	99687	[]
5946	Salvador de Madariaga: intuition, intelligence and the making of modern man	099696	99693	[]
5947	The Shoals of freedom	099696	99682	[(3, '3'), (23, '23')]
5948	Unequal voices	099696	99677	[(3, '3'), (11, '11')]
5949	UNESCO mobilizes support for Sarajevo library	099696	99692	[(45, '45')]
5950	UNESCO's strategy: interview with Henrikas Yushkiavitshus	099696	99684	[(3, '3'), (30, '30')]
5951	United Nations Year for Tolerance: the world turned upside down	099696	99694	[(3, '3')]
5952	A Century of black gold	064724	64747	[(3, '3'), (25, '25')]
5953	Child Aesops of the Cameroons	064724	64725	[(3, '3'), (13, '13')]
5954	Desert or deluge at the flick of a switch	064724	64739	[(3, '3')]
5955	Fine arts on postage stamps	064724	64746	[(3, '3'), (20, '20')]
5956	In these drear wastes, what visionary pasts revive	064724	64748	[(31, '31')]
5957	Pitoa; pilot school in a Cameroon village	064724	64723	[(3, '3'), (5, '5')]
5958	The Stairway of the giants	064724	64744	[(3, '3'), (16, '16')]
5959	A Century of progress since the 'lady with the lamp'	069904	69885	[]
5960	The Class takes the daily news apart	069904	69883	[(3, '3')]
5961	Concrete music	069904	69884	[(3, '3'), (18, '18'), (19, '19'), (35, '35')]
5962	A Double check for science reporting	069904	69882	[(3, '3')]
5963	Facts and figures: daily newspapers, films and radio	069904	69873	[]
5964	Kabylia: youth volunteers at work in the land of the Berbers	069904	69902	[]
5965	A Letter to Jennifer, in which a father tells his 13-year-old American daughter about UNESCO	069904	69903	[]
5966	Marco Polo, a 13th century globe-trotting businessman	069904	69901	[]
5967	A Newsflash crosses the world	069904	69876	[(3, '3'), (10, '10')]
5968	Newspapers are as good as their readers make them	069904	69877	[(12, '12')]
5969	Objective news and propaganda	069904	69871	[(3, '3')]
5970	A U.N. report on press freedom and censorship	069904	69872	[(6, '6')]
5971	The Century of the working man	070841	70575	[(6, '6')]
5972	The Child in school and human rights	070841	70572	[(3, '3')]
5973	Everyone has the right to climb to the top of a tree'	070841	70704	[(20, '20')]
5974	Foreign travel: a modern obstacle race	070841	70612	[(15, '15')]
5975	From Roman law to human rights	070841	70588	[(7, '7')]
5976	The Right to differ	070841	70610	[(14, '14')]
5977	Rights are not 'for men only'	070841	70609	[(12, '12')]
5978	They are no longer alone	070841	70607	[(9, '9')]
5979	They challenged slavery to free men in chains	070841	70573	[]
5980	The Touchstone of civilization	070841	70703	[(17, '17')]
5981	Twelve characters in search of rights	070841	70836	[(18, '18')]
5982	CERN: where giant forces will penetrate a tiny world	070464	70136	[(23, '23')]
5983	How nations will work together	070464	70103	[(3, '3'), (14, '14')]
5984	Isotopes and the hazards of radiation	070464	70137	[]
5985	Let's use the atom for the good of mankind	070464	70092	[(3, '3'), (4, '4')]
5986	Nuclear power in industry; how close are we?	070464	70138	[]
5987	Nuclear reactors; their design and use	070464	66721	[]
5988	The Power-packed atom; it could end the world's shortage of energy	070464	70093	[(3, '3'), (10, '10')]
5989	Tomorrow will be too late; we must learn to live with the atom today	070464	70139	[]
5990	Training the technicians of the new atomic age	070464	70109	[(15, '15')]
5991	A Turning point	070464	70465	[(3, '3'), (4, '4'), (6, '6')]
5992	Ceylon's 'dry zone' pioneers restore prosperity to an ancient kingdom	070144	70149	[]
5993	Chile: on the threshold of a major transformation	070144	70185	[]
5994	Jaime Torres Bodet leaves UNESCO after four years of creative leadership	070144	70142	[]
5995	Letter to a schoolboy on UNESCO's General Conference	070144	70143	[(4, '4')]
5996	Tabinda, symbol of the emancipation of the women of Pakistan	070144	70146	[(16, '16')]
5997	The Teacher who tamed the 'fruit birds' of Lima	070144	70150	[]
5998	A World-wide watch on the atmosphere	070144	70148	[]
5999	A Challenge for the developing world	073033	72749	[(3, '3')]
6000	The Gene revolution	073033	72737	[(3, '3'), (13, '13')]
6001	Grains of hope	073033	72746	[(3, '3'), (22, '22')]
6002	Hybrids for the year 2000	073033	72739	[(3, '3'), (20, '20')]
6003	The New biotechnologies; promise and performance	073033	72735	[(3, '3'), (4, '4')]
6004	The Rediscovery of traditional agriculture	073033	72747	[(3, '3'), (25, '25')]
6005	Rhizobium, the farmer's Mr. Fixit: a UNESCO programme to promote biotechnology for development	073033	72748	[(3, '3')]
6006	Tomatomation; Japan's high-tech food factories	073033	72738	[(3, '3'), (17, '17')]
6007	A Challenge for the schools	066617	65865	[(3, '3'), (8, '8')]
6008	City lights: the impact of rural-urban migration	066617	65866	[(3, '3'), (10, '10')]
6009	A Delicate balance: the Gulf States	066617	65942	[]
6010	The Dilemma of the North African worker: France	066617	65920	[]
6011	How to be a good host: Scandinavia	066617	65945	[]
6012	Integration or repatriation? The Federal Republic of Germany	066617	65921	[]
6013	Men for all seasons: North America	066617	65940	[]
6014	Migrant workers: a world phenomenon	066617	65864	[(3, '3')]
6015	The Psychology of migrant workers	066617	65876	[(3, '3'), (30, '30')]
6016	Return ticket: the problems of going back	066617	65946	[(3, '3'), (33, '33')]
6017	The Struggle against discrimination: United Kingdom	066617	65934	[]
6018	A UNESCO approach to international migration	066617	65871	[(3, '3'), (13, '13')]
6019	A Challenge for the universities	074795	46239	[(3, '3'), (25, '25')]
6020	Chernyshevsky, a pioneer of social reform	074795	46245	[(3, '3'), (30, '30')]
6021	The Doctors' dilemma	074795	46242	[(3, '3'), (29, '29')]
6022	Education for disarmament; freedom from fear is a fundamental human right	074795	46221	[(12, '12')]
6023	Goya: an art that defied the powers of darkness	074795	46227	[(3, '3'), (14, '14')]
6024	Human rights: a new school of law and learning	074795	46193	[(3, '3'), (4, '4')]
6025	Human rights and the international community; twenty questions	074795	46195	[(7, '7')]
6026	The Right to be informed	074795	46234	[(3, '3'), (23, '23'), (24, '24')]
6027	UNESCO, publisher to the world; in 32 years, 7,000 titles in 70 languages	074795	46251	[(3, '3'), (31, '31')]
6028	UNESCO and respect for human rights	074795	46194	[(3, '3'), (11, '11')]
6029	A Voice from the Third World	074795	46229	[(3, '3'), (20, '20')]
6030	The Challenge of human rights today	078349	66636	[(3, '3'), (7, '7')]
6031	Denmark's city named 'Gamles By'	078349	66642	[(13, '13')]
6032	The Greatest enemies to liberty	078349	66622	[(3, '3')]
6033	Israel: a new trend away from old-age homes	078349	66638	[]
6034	Man's lifespan: a round century	078349	66639	[(3, '3'), (28, '28')]
6035	Robert Owen: visionary of a new society	078349	66641	[(3, '3'), (31, '31')]
6036	A Scientist looks at problems of aging	078349	66637	[(3, '3'), (11, '11')]
6037	A Smoother way for Britain's coloured immigrants	078349	66640	[(3, '3'), (30, '30')]
6038	Universal Declaration of Human Rights	078349	66173	[(2, '2'), (3, '3'), (4, '4'), (6, '6'), (7, '7'), (8, '8')]
6039	The Challenge of peace	014255	16045	[(3, '3'), (22, '22'), (24, '24'), (26, '26')]
6040	Development, new name for peace; Encyclical Letter of His Holiness Pope Paul VI	014255	16538	[(3, '3'), (28, '28')]
6041	Inquiry into a disarmed world	014255	15004	[(3, '3'), (5, '5'), (7, '7'), (8, '8')]
6042	Kuboyama and the saga of the 'Lucky Dragon'	014255	17421	[(40, '40')]
6043	Man does not live by politics alone	014255	18267	[(3, '3'), (46, '46')]
6044	Science and disarmament	014255	15422	[(3, '3'), (10, '10'), (12, '12'), (14, '14'), (16, '16'), (18, '18'), (20, '20'), (58, '58'), (60, '60'), (62, '62')]
6045	Tistou of the green fingers	014255	18848	[(3, '3'), (52, '52'), (57, '57')]
6046	To build a new order in the world	014255	16923	[(3, '3')]
6047	UNESCO and the search for peace	014255	18950	[(3, '3'), (64, '64'), (66, '66')]
6048	The Challenge of peace	189457	189813	[(2, '2')]
6049	Co-operation: the best way to combat AIDS	189457	189818	[(2, '2')]
6050	Cultural diversity and education: what has changed since 60 years ago?	189457	189838	[(2, '2'), (36, '36'), (37, '37')]
6051	Frozen conflicts	189457	189812	[(2, '2'), (3, '3')]
6052	Human dignity in question	189457	189819	[(2, '2'), (19, '19'), (20, '20')]
6053	In Arab lands learning means light	189457	189861	[]
6054	Luc Montagnier: building up immunities	189457	189817	[(2, '2'), (15, '15'), (16, '16')]
6055	Madagascar: balancing act	189457	189835	[(2, '2'), (30, '30'), (31, '31')]
6056	Racism is mutant	189457	189815	[]
6057	Ruth Benedict's last message on... cultural continuity in civilized world	189457	189839	[]
6058	The Ubiquitous shadow of racism	189457	189816	[(2, '2')]
6059	UNESCO and bioethics	189457	189820	[(2, '2'), (19, '19')]
6060	Wangari Maathai: hopes and disappointments	189457	189832	[(2, '2'), (24, '24'), (25, '25')]
6061	Wangari Muta Maathai: Kenya's green militant	189457	189833	[(2, '2')]
6062	Why wildlife matters	189457	189836	[(2, '2')]
6063	The Challenge of the spaceship	067956	67965	[(3, '3')]
6064	The Music of the Orient in reach of Western ears	067956	67957	[(16, '16')]
6065	New tools for scientific research; uses of radio-isotopes studied by UNESCO international congress	067956	67962	[(17, '17')]
6066	A Soviet scientist looks at 'Sputnik'	067956	67963	[(3, '3'), (20, '20')]
6067	Tale of four villages	067956	67966	[(3, '3'), (27, '27')]
6068	The Unusual whistle language of the Canary Islanders	067956	67967	[]
6069	"The ""Challenger"""	069982	69974	[(22, '22')]
6070	The Flag with the blue and white shield	069982	69966	[(3, '3'), (8, '8')]
6071	Green light for education, from Afghanistan to the banks of the Nile	069982	69981	[(3, '3')]
6072	Kalinga: an historic Indian name revived by a science prize	069982	69977	[]
6073	The Land of countless ruins	069982	69971	[(3, '3'), (14, '14'), (15, '15')]
6074	Prolonging the life of our art treasures	069982	69964	[(3, '3')]
6075	Treasures of Lebanon and Syria	069982	69969	[]
6076	The Untold treasures of the sea: geography is a mature science, oceanography a growing infant	069982	69972	[]
6077	World history: toning down its 'Western accent'	069982	69975	[(3, '3'), (23, '23')]
6078	Champion explorers of the vast Pacific: Polynesian navigators	068778	68784	[]
6079	Civilizations of gold and copper: Pre-Columbian America	068778	68785	[]
6080	(Editorial)	068778	189998	[(3, '3')]
6081	No 'hocus pocus' in the medicine man	068778	68718	[(3, '3'), (4, '4')]
6082	Possession' dances: a treatment for mental illness	068778	68780	[(3, '3'), (8, '8')]
6083	The Real mystery of Easter Island	068778	68782	[(1, '1'), (3, '3'), (14, '14'), (16, '16')]
6084	The School beyond Eboli	068778	68788	[(3, '3'), (30, '30')]
6085	Unique jungle 'music box'	068778	68781	[(3, '3')]
6086	Violins taxed by the kilogram, art rated as 'vegetable fibre': knowledge blocked at the frontier	068778	68786	[]
6087	Witch doctors and psychoanalysis	068778	189520	[(3, '3')]
6088	The Changing Canadian Eskimo: 'the development of the North is a historical process that cannot be reversed'	074832	49635	[(3, '3')]
6089	Eskimo traditional ways must not die: victors for thousands of years over a harsh environment, the Eskimos today face their greatest challenge: how to preserve their identity	074832	49636	[(14, '14')]
6090	The Eskimos: a people that refuses to disappear	074832	49634	[(1, '1'), (3, '3'), (4, '4')]
6091	I was born 1,000 years' ago; open letter from Chief Dan George of the Capilano Indians	074832	49637	[]
6092	Into the Soviet tundra: where learning to lasso reindeer is an everyday school subject	074832	49639	[(3, '3')]
6093	The People of Payne Bay: a textbook for Eskimos by Eskimos from New Quebec	074832	49638	[(3, '3')]
6094	A Statement on Israel by Amadou Mahtar M'Bow, Director-General of UNESCO	074832	49640	[(34, '34')]
6095	The Changing Chinese family	074732	51810	[(3, '3'), (40, '40')]
6096	Chinese civilization and the West	074732	51812	[(3, '3'), (42, '42'), (51, '51')]
6097	Controversial Confucius; in China today, the ancient philosopher's works are a source of lively debate	074732	51775	[(3, '3'), (10, '10')]
6098	Fifty years of literary life: a leading Chinese writer looks back on tumultuous times	074732	51774	[(3, '3'), (4, '4')]
6099	Immortal clay; from neolithic times to today, a panorama of Chinese ceramics	074732	51798	[(3, '3'), (36, '36')]
6100	A Literature of combat; self-portrait of a popular woman writer	074732	51796	[(3, '3'), (31, '31')]
6101	Night thoughts, November 1926	074732	51793	[(3, '3'), (20, '20')]
6102	On Lao She, 1899-1966	074732	51808	[(3, '3'), (39, '39')]
6103	Pen of protest; the seminal work of Lu Xun	074732	51784	[(3, '3'), (19, '19')]
6104	The Sport of sages	074732	51800	[(3, '3'), (38, '38')]
6105	Three in one; the single complete art of calligraphy, poetry and painting	074732	51783	[(12, '12')]
6106	The Why of the needle: the story of acupuncture and moxa	074732	51814	[(3, '3'), (46, '46')]
6107	The Changing pattern of Chinese agriculture	074693	55430	[(3, '3'), (15, '15')]
6108	The Forgotten ones of Latin America	074693	55427	[(3, '3'), (4, '4')]
6109	The Kolkhoz of Chtcherbani	074693	55431	[(3, '3'), (18, '18')]
6110	The New nomads	074693	55450	[(3, '3'), (30, '30')]
6111	Peasant values; an interview with French historian Emmanuel Le Roy Ladurie	074693	55447	[(3, '3'), (21, '21')]
6112	The Seeds of wrath: what future for Africa's silent majority?	074693	55428	[(3, '3')]
6113	A Village called Nanpur	074693	55429	[(3, '3'), (11, '11')]
6114	Where town meets country: Bulgaria's post-war revolution in farming	074693	55449	[(3, '3'), (28, '28')]
6115	The World of the midwest farmer	074693	55448	[(3, '3'), (25, '25')]
6116	Cheapness and simplicity mark new UNESCO printing process	070186	70188	[(8, '8')]
6117	Gold Coast: where the Education Ministry supervises work on rice fields, roads and bridges (Ghana)	070186	70187	[]
6118	Human nature cannot be changed'; false, says U.S. anthropologist	070186	70195	[]
6119	The Musician: man serves art; the educator: art serves man	070186	70190	[]
6120	Restoring quake-hit Cuzco	070186	70194	[(14, '14')]
6121	The University of Saarbrücken: a bridge linking two great European cultures	070186	70189	[]
6122	The Welsh Eisteddfod: a people celebrates in music and poetry	070186	70191	[]
6123	The Wisdom of Ul-Jahiz crosses the frontier	070186	70193	[]
6124	Children help children of other lands	070232	70237	[(12, '12')]
6125	Children in wonderland	070232	70235	[(11, '11')]
6126	The Enchantment of Thailand	070232	70234	[]
